,train,val,test
0,TCGA-33-A4WN-01Z-00-DX2.0AC8FFA9-BD94-4B28-8066-5430D6053432,TCGA-22-5482-01Z-00-DX1.901F90D4-1F4E-4344-925B-37B7DD78B751,TCGA-63-5128-01Z-00-DX1.7D6C6ABF-D035-4F48-811B-629A0B4AD597
1,TCGA-34-2600-01Z-00-DX1.CDCAAE91-3056-4952-B988-00F3722B520B,TCGA-33-4538-01Z-00-DX2.62dcecc8-576b-406b-81db-1651e5ea589e,TCGA-86-7955-01Z-00-DX1.ef4f4d94-5efb-4a07-97cf-b0ed69085827
2,TCGA-49-4490-01Z-00-DX6.0a04ad8e-7f33-4496-bd9e-0110ec33f887,TCGA-63-A5MY-01Z-00-DX1.D3753889-13DC-40D4-8845-22A168F35256,TCGA-85-8582-01Z-00-DX1.ac10318b-f56e-4897-8355-076366fe8581
3,TCGA-69-A59K-01Z-00-DX1.01EAF520-9AC1-4ECC-8EF3-B9122924A1E3,TCGA-22-5477-01Z-00-DX1.D4CA03F8-FFA8-4926-B93C-EBFDC6791B1F,TCGA-69-7765-01Z-00-DX1.ac389366-febb-488c-9190-fe00bc07cd20
4,TCGA-6A-AB49-01Z-00-DX1.FDF2EED7-57A3-4019-A382-21DED11780F6,TCGA-33-4538-01Z-00-DX1.efde88cb-4766-4fb6-bed9-52b14059c7c1,TCGA-44-6147-01Z-00-DX1.a34a9f49-e86b-43ee-9e2d-7ef35da0aecf
5,TCGA-77-A5FZ-01Z-00-DX1.1640E2BB-48CC-4CC0-923A-2EC730597EEF,TCGA-21-1075-01Z-00-DX1.937872ae-4d6f-4d7a-b54f-b7e797cb84b0,TCGA-85-A513-01Z-00-DX1.9C4C6BA2-BBEB-4EC6-9A70-65B1F6198E1F
6,TCGA-97-8552-01Z-00-DX1.69631717-0E05-49C1-B112-15C2E36BC2F8,TCGA-49-AARN-01Z-00-DX1.E13AA041-978E-427D-AFA5-D3180224A03A,TCGA-78-7156-01Z-00-DX1.9f7c8eb9-73de-49be-a487-e1fd4411b7b5
7,TCGA-J2-A4AE-01Z-00-DX1.42C5DE4A-7787-4E59-8969-D12503262C96,TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A,TCGA-63-7023-01Z-00-DX1.B2435594-037A-40F2-B90F-60B76D2C859D
8,,TCGA-37-A5EM-01Z-00-DX1.FF7B9A1C-9D2C-43E4-9AE9-711214ACF77D,TCGA-85-A5B5-01Z-00-DX1.88097FC2-BAAD-4986-AECD-C07C9F3ED856
9,,TCGA-96-7544-01Z-00-DX1.44ce4169-c232-4a9b-ac40-55226179c4fa,TCGA-66-2778-01Z-00-DX1.5806ab4d-fdde-45b6-a131-fd5f71bcde0b
10,,TCGA-22-0940-01Z-00-DX1.775CB101-6A55-40DD-B19F-7BFCA7820F5F,TCGA-39-5022-01Z-00-DX1.1bf6a4da-0b59-4478-bcf1-b004f0356342
11,,TCGA-62-A46O-01Z-00-DX1.39B361AD-ED1D-4C0C-8611-0E8CCBDBD252,TCGA-63-A5MJ-01Z-00-DX1.4F060025-3A21-4FEB-8A63-F55A95BFBA30
12,,TCGA-39-5028-01Z-00-DX1.7994ec22-746d-4c30-8138-e6c9bc67c71f,TCGA-97-A4LX-01Z-00-DX1.B2334672-A626-4E74-B4D1-A79F70F65909
13,,TCGA-85-A511-01Z-00-DX1.24345C5F-BDC2-4D9D-BAE5-686B4C8C66DE,TCGA-85-6798-01Z-00-DX1.c8ca3a56-b337-4345-b55a-83b0ae9a75f0
14,,TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99,TCGA-64-5775-01Z-00-DX1.9A338C1A-CDB6-41AF-B6D5-EDE608B5E3E1
15,,TCGA-97-A4M7-01Z-00-DX1.111ED60D-6E4A-47E9-AFD0-C2A109DE2C60,TCGA-94-A5I6-01Z-00-DX1.55C3DD79-D988-47FA-81FE-2BA20C291530
16,,TCGA-44-7672-01Z-00-DX1.71f4a0c6-a9cc-481c-ace8-c8c314952aa1,TCGA-66-2754-01Z-00-DX1.3cd19122-06f3-420e-9c3f-362225ff49eb
17,,TCGA-60-2706-01Z-00-DX1.db003232-66ab-437e-81c7-f490310ca03a,TCGA-22-4591-01Z-00-DX1.8C89ABEB-A1E3-47D1-B247-02539EF3F959
18,,TCGA-78-7167-01Z-00-DX1.f79e1a9b-a3eb-4c91-a1fd-7bb58b1620b1,TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf
19,,TCGA-55-6983-01Z-00-DX1.8f940a64-1f1b-4e6e-99ea-418175be2b3f,TCGA-77-8008-01Z-00-DX1.29c3c1c6-7602-40c6-bc86-b40132df9309
20,,TCGA-56-8624-01Z-00-DX1.18DFDAB8-1701-4E15-9321-7D99CD15E4B0,TCGA-L9-A443-01Z-00-DX1.9F68A13A-2865-41BF-88A7-B0DF75961C6F
21,,TCGA-85-8664-01Z-00-DX1.d83b183e-4cc6-4608-93fb-46e69d36a2fa,TCGA-49-6742-01Z-00-DX3.789aa445-e63f-4e6e-900a-0f47f44af6b7
22,,TCGA-MP-A4TC-01Z-00-DX1.C7DB4A7F-F6B8-4FA0-84C1-9B87D41C7749,TCGA-05-4434-01Z-00-DX1.f3f5c89c-306f-4876-98fa-f7bd231f2e10
23,,TCGA-49-6767-01Z-00-DX1.53459c0e-b8ec-4893-9910-87b63c503134,TCGA-85-6560-01Z-00-DX1.bf857c85-ebe7-4135-a4ec-038a57efc319
24,,TCGA-L4-A4E5-01Z-00-DX1.C2A5EF71-1F40-4E34-AC30-58D7121C1338,TCGA-05-4418-01Z-00-DX1.f3863ea5-564f-482f-9878-cc104cf69401
25,,TCGA-55-1595-01Z-00-DX1.6270c9cf-cd18-4fa5-b313-33350ad55f89,TCGA-50-5055-01Z-00-DX1.0c9d846b-89b4-4b18-a2eb-0f8d8e0a33c7
26,,TCGA-85-7710-01Z-00-DX1.8bcfe326-1c19-4ebe-879d-83e77739f006,TCGA-33-4547-01Z-00-DX2.a864126e-e46c-4ce4-a3d5-792f35ccaa80
27,,TCGA-38-7271-01Z-00-DX1.EF258BEB-8DEA-483E-823A-1E0B90AAA392,TCGA-37-4133-01Z-00-DX1.3dfcb0df-6f4b-4df7-9d04-085b36e03024
28,,TCGA-86-6851-01Z-00-DX1.0b13e600-fd7b-44a2-9ec2-26e9938fb7bc,TCGA-43-7658-01Z-00-DX1.db69fbb6-59d7-49f5-adbf-f9c030b85b73
29,,TCGA-56-A4ZJ-01Z-00-DX1.6BB25D9D-75E7-4B44-8560-8A3C3EC9F118,TCGA-21-1081-01Z-00-DX1.fce8927a-2c5f-4a64-8414-da66424b3859
30,,TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,TCGA-67-3771-01Z-00-DX1.7B54D132-6AB7-4F2D-8BFF-33AFE83CF204
31,,TCGA-53-7624-01Z-00-DX1.51b4de19-3531-4bcb-b822-fa966480f2ad,TCGA-MP-A4T9-01Z-00-DX1.F7B341C4-EBCD-455F-BE90-3B77AC6B76EC
32,,TCGA-MP-A4T8-01Z-00-DX1.3ECB340F-66C7-4F64-8E00-463BF82AAD83,TCGA-92-8065-01Z-00-DX1.cfadb520-1653-4082-9fc3-0680bf39253b
33,,TCGA-85-8355-01Z-00-DX1.146ECC8D-858B-4DDA-B7FE-DBC22CC8C24D,TCGA-34-5232-01Z-00-DX1.7483c36b-8473-439b-a726-2821ec834fc2
34,,TCGA-56-7731-01Z-00-DX1.e205943f-cb2e-4006-b3be-b07d95fea663,TCGA-21-1078-01Z-00-DX1.12d4a290-04fa-413e-b274-7c143d42c266
35,,TCGA-86-8278-01Z-00-DX1.6500afef-f0f0-4e7c-a6c0-60da81993641,TCGA-78-7147-01Z-00-DX1.a9fd2c5d-b8f3-4524-bd64-6c3362ce373b
36,,TCGA-98-8021-01Z-00-DX1.2ab0e341-e248-4df3-84c4-df5e60dc0372,TCGA-75-6212-01Z-00-DX1.FCB36956-DF6C-485D-8E7A-922A2BDAE669
37,,TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488
38,,TCGA-50-6590-01Z-00-DX1.B08B2656-3DC7-4D35-A54D-9C57A7A773B3,TCGA-22-5483-01Z-00-DX1.79EF4B70-4703-4FF1-81CA-20014A932437
39,,TCGA-44-8119-01Z-00-DX1.1EBEBFA7-22DB-4365-9DF8-C4E679C11312,TCGA-63-6202-01Z-00-DX1.A0A13923-E41B-4A6D-BC55-532D8E90DE0F
40,,TCGA-49-6745-01Z-00-DX3.40cd3c60-889c-4eaa-be55-36ab5d8b2400,TCGA-56-8309-01Z-00-DX1.5FC5FA81-405A-48AB-AA7D-2D38003A8942
41,,TCGA-05-5428-01Z-00-DX1.8018AD62-F1CE-4BFF-8EFD-3F2D4513FC11,TCGA-50-8459-01Z-00-DX1.24D876E7-5265-4C5D-A215-0BAE5450EEF3
42,,TCGA-77-7463-01Z-00-DX1.c255e325-1ba7-4108-b8b8-22c02241c83f,TCGA-66-2755-01Z-00-DX1.ccc904f0-4cd3-44a5-8b68-7272f2a7558f
43,,TCGA-05-4410-01Z-00-DX1.E5B66334-4949-4F45-9200-296B1A2F1AD5,TCGA-44-3919-01Z-00-DX1.41144972-46a1-4b25-9faa-ed1b9d1996d2
44,,TCGA-O2-A5IB-01Z-00-DX1.E34D0FEC-A9D3-4F7F-9977-C61FED37D2DE,TCGA-55-8505-01Z-00-DX1.D364C30D-BFB8-486B-A0D3-948FF8E90C3E
45,,TCGA-49-4488-01Z-00-DX6.3ce306b2-1b00-48f7-8288-c24069037a9c,TCGA-60-2722-01Z-00-DX1.f3781266-e8dc-4386-9702-5b29e6f2cfa3
46,,TCGA-98-A538-01Z-00-DX1.42BC06E8-8E8F-4CF0-A757-B5201BB2794F,TCGA-33-4532-01Z-00-DX2.cd6e3f47-14fd-46e4-baf8-2e682ade44d1
47,,TCGA-60-2696-01Z-00-DX1.17748315-09b2-4abd-97f1-93c9951b0a70,TCGA-49-4505-01Z-00-DX2.48df81e7-5a8e-4c5b-993a-6a54481a35e9
48,,TCGA-99-8033-01Z-00-DX1.06f8ca81-c0a7-4ab5-b2fe-d5fc6671e29d,TCGA-71-8520-01Z-00-DX1.EAE99132-A397-4B4D-8B09-CBB774A7B62F
49,,TCGA-35-4122-01Z-00-DX1.2ac022e4-e796-49e5-9a24-f0ff3f76a527,TCGA-60-2712-01Z-00-DX1.97003dfc-4b37-4491-86e8-0801e6825aae
50,,,TCGA-97-7554-01Z-00-DX1.4107ca63-4642-42b9-b6f2-13778ecaf9a7
51,,,TCGA-49-4501-01Z-00-DX2.07b7723d-136b-490c-9dd3-7f3aef78d3d9
52,,,TCGA-43-7656-01Z-00-DX1.6076ce10-fcb2-4f29-b3f3-c3f5649dc469
53,,,TCGA-39-5024-01Z-00-DX1.b159135e-c9d5-4768-83a6-1de9961d20ad
54,,,TCGA-49-6743-01Z-00-DX1.ddae5601-6ffa-4a70-8755-8645d5e45135
55,,,TCGA-63-A5MU-01Z-00-DX1.C80B700E-D924-4A6F-AC8E-D9C91D452A57
56,,,TCGA-22-5480-01Z-00-DX1.A6E25FF1-9616-4F5F-97BD-BA1912C46008
57,,,TCGA-18-5592-01Z-00-DX1.41BD6380-A3A0-4ED1-8752-42BBC3B4680C
58,,,TCGA-60-2709-01Z-00-DX1.ded10e7c-c1ca-4402-be0e-f3978994d4af
59,,,TCGA-33-6738-01Z-00-DX1.d688fae9-4daf-4b6e-b907-fb55e3983d62
60,,,TCGA-69-8255-01Z-00-DX1.75d1666c-c088-405c-80da-52d84b990361
61,,,TCGA-NC-A5HI-01Z-00-DX1.7C40C0F4-E3A3-4B86-A54E-3347E8CB8BBA
62,,,TCGA-37-4135-01Z-00-DX1.3f193ee1-530c-4f37-a669-56af75bba8db
63,,,TCGA-46-3769-01Z-00-DX1.97260244-fe08-42da-b5db-80da7f7d8766
64,,,TCGA-56-A5DR-01Z-00-DX1.F8F196F2-9380-490E-9D77-ABAC1E58BC5C
