,train,val,test
0,TCGA-22-5477-01Z-00-DX1.D4CA03F8-FFA8-4926-B93C-EBFDC6791B1F,TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A
1,TCGA-33-4547-01Z-00-DX3.9f19ec7f-6469-463a-a027-124c3fe5a06c,TCGA-05-4405-01Z-00-DX1.D57EC2B2-3A59-4954-86A7-61782938BCC5,TCGA-55-8513-01Z-00-DX1.E21776FE-DF49-48D1-90D6-6F71D0764492
2,TCGA-34-2600-01Z-00-DX1.CDCAAE91-3056-4952-B988-00F3722B520B,TCGA-63-A5MH-01Z-00-DX1.596077FF-9CE1-4EA7-9BB6-222C69872CA4,TCGA-63-7020-01Z-00-DX1.33435AC2-9EBC-422C-89DB-962153E8F3F6
3,TCGA-34-5240-01Z-00-DX1.03785f14-494a-4898-9ae0-59e64250c33b,TCGA-77-7463-01Z-00-DX1.c255e325-1ba7-4108-b8b8-22c02241c83f,TCGA-63-A5MW-01Z-00-DX1.DEDF1D36-BBFA-4B25-BE54-262025F9F571
4,TCGA-34-8455-01Z-00-DX1.9B7A1CBA-0B53-4F2A-9AEC-D72FDB6553F7,TCGA-64-1677-01Z-00-DX1.7720D42B-1F57-4C23-9BC5-87C456E7737B,TCGA-50-6593-01Z-00-DX1.a63e298c-cbe7-44e8-8d8e-34ebb93530ca
5,TCGA-49-4487-01Z-00-DX1.3a3a0720-463c-430e-849b-e2f8991bdfa5,TCGA-90-A59Q-01Z-00-DX1.9F4ABA20-E9F7-4524-874E-E8C42D84AFFE,TCGA-56-7222-01Z-00-DX1.f932abe9-4f5c-46d8-908b-29669681d2db
6,TCGA-49-4490-01Z-00-DX6.0a04ad8e-7f33-4496-bd9e-0110ec33f887,TCGA-43-7658-01Z-00-DX1.db69fbb6-59d7-49f5-adbf-f9c030b85b73,TCGA-05-4432-01Z-00-DX1.90d00d62-402b-404a-85e2-0edf869193ab
7,TCGA-49-4512-01Z-00-DX5.7198ce36-1fae-4da1-9f26-b7f43cf01133,TCGA-95-8494-01Z-00-DX1.716299EF-71BB-4095-8F4D-F0C2252CE594,TCGA-05-4395-01Z-00-DX1.20205276-ca16-46b2-914a-fe5e576a5cf9
8,TCGA-49-6744-01Z-00-DX1.40f8f751-b756-4576-b1ee-8dd2e8f89ff7,TCGA-68-8250-01Z-00-DX1.a8669a85-9262-4c37-b61c-ca7019a3677c,TCGA-49-4505-01Z-00-DX3.d3f8d0c4-e4bc-4201-9b2f-e010f51dd8c3
9,TCGA-49-6745-01Z-00-DX3.40cd3c60-889c-4eaa-be55-36ab5d8b2400,TCGA-56-7730-01Z-00-DX1.6f127663-c517-4b5d-99a6-a3cd314304b1,TCGA-21-5786-01Z-00-DX1.928370C0-0BD4-43D6-94EB-FE7CB172265E
10,TCGA-50-5068-01Z-00-DX2.0492A5C6-09CB-424B-BE20-10A1CBEA2E57,TCGA-86-7714-01Z-00-DX1.8ee03c3b-013e-4dd5-aa0e-9c1a771cbdc5,TCGA-55-8616-01Z-00-DX1.4F53B2AB-8221-4E67-80D2-7A8E3815B730
11,TCGA-50-5931-01Z-00-DX1.34261ED6-7815-487C-A50C-2DAD587187B9,TCGA-55-8301-01Z-00-DX1.2A66E0FC-84F2-4DF8-B06E-D7CDD7AA82C7,TCGA-22-5485-01Z-00-DX1.952DBCF0-08DA-49BD-B020-DEC1A77A1D81
12,TCGA-52-7812-01Z-00-DX1.dd6fa49a-f9fe-40a1-80b2-0824b128f3b2,TCGA-34-2605-01Z-00-DX1.4DC249E9-26AD-4C0A-918C-3BC6C2DACDD0,TCGA-67-6215-01Z-00-DX1.c014ffaf-6db8-42ef-a50c-9de98d6a5345
13,TCGA-6A-AB49-01Z-00-DX1.FDF2EED7-57A3-4019-A382-21DED11780F6,TCGA-52-7811-01Z-00-DX1.7093a626-0e8f-4e4c-80c6-6cf32a2f725e,TCGA-18-3412-01Z-00-DX1.699A17A5-356B-42F8-815A-5DBD60293242
14,TCGA-77-A5FZ-01Z-00-DX1.1640E2BB-48CC-4CC0-923A-2EC730597EEF,TCGA-05-5425-01Z-00-DX1.85865B2F-4888-43DD-A501-458BEFCF832B,TCGA-77-7337-01Z-00-DX1.e15727e3-e9c8-44a0-87bb-caeaeb00840c
15,TCGA-77-A5G1-01Z-00-DX1.ABE53201-3FAD-4F05-9F2B-91BA6257569C,TCGA-60-2695-01Z-00-DX1.4cc6c566-d60d-4ff9-9ea8-18a9da46ae6b,TCGA-77-8008-01Z-00-DX1.29c3c1c6-7602-40c6-bc86-b40132df9309
16,TCGA-77-A5G8-01Z-00-DX1.4F66CA44-C238-4293-882C-5357ABD7115F,TCGA-78-7220-01Z-00-DX1.3df84ce0-4395-4c9e-ba62-76b55676a440,TCGA-98-A538-01Z-00-DX1.42BC06E8-8E8F-4CF0-A757-B5201BB2794F
17,TCGA-77-A5GH-01Z-00-DX1.2F4C2F84-17AE-415A-BF6C-01A899BAAE68,TCGA-51-4079-01Z-00-DX1.111f7796-3797-4334-b543-918e374dbc22,TCGA-69-7978-01Z-00-DX1.90a2bf2f-18e2-4bfe-b858-d2de619e2493
18,TCGA-78-7633-01Z-00-DX1.f0cd4825-eb92-4098-954a-fbb1e4851660,TCGA-49-4501-01Z-00-DX3.b6c2cc84-1c94-4816-92e7-8cf4446ac9ac,TCGA-66-2800-01Z-00-DX1.19a7cec8-8894-4755-aa2c-ae5266800355
19,TCGA-94-8491-01Z-00-DX1.CC486AFA-3215-4CED-9000-EE4095FF7947,TCGA-49-AAR4-01Z-00-DX1.EDB32358-AF23-4F81-A99F-15574A2DE28E,TCGA-85-7710-01Z-00-DX1.8bcfe326-1c19-4ebe-879d-83e77739f006
20,TCGA-95-7944-01Z-00-DX1.E66A3565-7B0D-412B-9C0C-81D7397E8B87,TCGA-63-A5MY-01Z-00-DX1.D3753889-13DC-40D4-8845-22A168F35256,TCGA-96-A4JL-01Z-00-DX1.AB297723-8AF1-418D-ADBE-46B5D7703C34
21,TCGA-96-7544-01Z-00-DX1.44ce4169-c232-4a9b-ac40-55226179c4fa,TCGA-98-8023-01Z-00-DX1.d04d976f-0a9f-44c6-a5f1-4b06885847f8,TCGA-55-A48Z-01Z-00-DX1.0867DC6A-2A51-4CF1-AE3F-0526CE2DD740
22,TCGA-96-8169-01Z-00-DX1.d2e29d5e-abd4-4f36-958c-d9d22b836a34,TCGA-34-5241-01Z-00-DX1.7abc4737-9a9c-4270-8297-58ea167cea63,TCGA-38-4628-01Z-00-DX1.eee4f100-142f-4d9c-8e38-b16aab123413
23,TCGA-97-A4M0-01Z-00-DX1.BDDFB04C-2475-485A-9A85-C4B9EB15155E,TCGA-55-A48X-01Z-00-DX1.A46C6373-8458-4D55-88C3-4C70A05F9F47,TCGA-55-8621-01Z-00-DX1.7C519007-D59D-432A-BF4D-23D14A1C8BB6
24,TCGA-97-A4M3-01Z-00-DX1.16330A66-2501-48D2-AF6A-713698BF6918,TCGA-33-4538-01Z-00-DX6.4eef2215-0a0e-478d-81be-207d566e8788,TCGA-49-4510-01Z-00-DX1.0b7c713f-6f72-42c3-967d-7e19a280e761
25,TCGA-97-A4M6-01Z-00-DX1.01D83621-3D8E-4339-9F9B-CBD3083D5AE0,TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d,TCGA-73-4676-01Z-00-DX1.4d781bbc-a45e-4f9d-b6b6-2265282dff99
26,TCGA-97-A4M7-01Z-00-DX1.111ED60D-6E4A-47E9-AFD0-C2A109DE2C60,TCGA-68-7756-01Z-00-DX1.15BEAECF-8C36-4761-85A8-EC9E54B61A0C,TCGA-95-7947-01Z-00-DX1.44291078-2D8E-4E79-8FAB-439E52BAAD60
27,TCGA-J2-A4AD-01Z-00-DX1.C3C3B0C6-0666-4CCF-8422-345560B237DA,TCGA-J2-A4AG-01Z-00-DX1.487780B8-18E7-494A-8054-5637239870EB,TCGA-62-A46V-01Z-00-DX1.631E54D0-9E57-4932-B4EF-81820E56A95B
28,TCGA-MN-A4N5-01Z-00-DX1.D0FBA0D2-6245-4EFD-AF2B-849215600DBE,TCGA-34-7107-01Z-00-DX1.c72202e6-740d-4891-945c-f360f7c56bc9,TCGA-75-5125-01Z-00-DX1.2E419CAF-E248-4959-951E-498D8054433E
29,TCGA-NC-A5HN-01Z-00-DX1.51BA5504-7EFE-47F9-82A3-DCE0DCCF76D1,TCGA-66-2763-01Z-00-DX1.99bc6dec-4e57-45bb-8d94-4dc38657d852,TCGA-73-4659-01Z-00-DX1.578400cd-d284-451b-8fdf-9f82c1458276
30,TCGA-NK-A5CR-01Z-00-DX1.A7C57B30-E2C6-4A23-AE71-7E4D7714F8EA,TCGA-MN-A4N1-01Z-00-DX1.07CD10C3-73A7-47E5-AD45-45458CE33107,TCGA-67-6217-01Z-00-DX1.3fa5c69b-60d1-41fb-a86f-48f77d81285f
31,TCGA-O1-A52J-01Z-00-DX1.26F6ECCA-D614-4950-98E6-4D76E82F71B4,TCGA-33-AASI-01Z-00-DX1.71BC119D-9916-4214-9294-26301F2E430F,TCGA-05-4424-01Z-00-DX1.4892016C-1A96-4A72-ACB8-FFD282FC4E69
32,,TCGA-66-2753-01Z-00-DX1.ae9d8372-adb8-46f9-a140-2f0a1ddff579,TCGA-55-7816-01Z-00-DX1.A58C6196-E1A0-48B3-9B77-2EDCD7A43CBA
33,,TCGA-85-8580-01Z-00-DX1.1b942bbe-2c6e-4411-8609-1725e5cb93da,TCGA-44-2666-01Z-00-DX1.f81a89cf-6033-47ea-9a43-290a5d6a28c1
34,,TCGA-05-4250-01Z-00-DX1.90f67fdf-dff9-46ca-af71-0978d7c221ba,TCGA-85-7843-01Z-00-DX1.0aa90a1d-6039-482c-a489-8ee41cc70161
35,,TCGA-69-8255-01Z-00-DX1.75d1666c-c088-405c-80da-52d84b990361,TCGA-55-8302-01Z-00-DX1.E0C2B152-BBA9-4AA7-9E6B-BD57B68163CB
36,,TCGA-43-A56V-01Z-00-DX1.AA93FE03-FA7D-42C4-A118-B98C2400D9DA,TCGA-18-3408-01Z-00-DX1.B4AFC08A-7460-4EE6-B033-629C6A6CA6E8
37,,TCGA-60-2726-01Z-00-DX1.3c30934b-c93a-4dad-9c44-b417eae17137,TCGA-93-A4JN-01Z-00-DX1.ED4C9365-6CCF-4AEE-B4C9-3CC5EC57286C
38,,TCGA-05-4422-01Z-00-DX1.4802093f-71ea-43d5-bd92-b4bd7fc8c5bf,TCGA-NJ-A7XG-01Z-00-DX1.4A876254-653C-410B-A36C-55FC41C1DD93
39,,TCGA-78-7535-01Z-00-DX1.c4ca06f3-22d1-4e39-85c8-98d1fa2b0e60,TCGA-MP-A4TJ-01Z-00-DX1.14EDBE5C-5D0C-4002-BE95-AF5C9D9F3D43
40,,TCGA-97-7546-01Z-00-DX1.dad9871f-cdfb-424d-a5b2-4e0905c29137,TCGA-66-2744-01Z-00-DX1.e67796a0-fc9e-4137-8cbf-fae91ea90a7c
41,,TCGA-66-2773-01Z-00-DX1.70fe76fc-749d-4720-a97e-40cd097f2340,TCGA-63-A5MB-01Z-00-DX1.BA2648E1-4683-4992-A00C-96179C51A002
42,,TCGA-38-4629-01Z-00-DX1.d00cc280-5370-4b9f-9655-6c35deb94647,TCGA-NK-A5CT-01Z-00-DX1.D41A2900-E398-434F-AAC4-5CEA1FDC0479
43,,TCGA-52-7622-01Z-00-DX1.cb3bb056-27dd-4c15-9004-b06cc8923663,TCGA-49-4510-01Z-00-DX2.e0552b15-6bd7-4660-8a60-9edd0d638e7e
44,,TCGA-39-5029-01Z-00-DX1.74c5cb38-650e-4fe7-bc63-f6e88761346d,TCGA-49-4501-01Z-00-DX1.9c4bf212-5e32-449e-8710-cf7a3594156e
